GenerationFileの情報,エージェントID,発生時刻1,発生時刻2,到着時刻1,到着時刻2,移動時間1,移動時間2
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03883,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05847,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03144,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05773,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05552,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05182,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06195,12:00:00,0,12:00:12,12,00:00:12,12
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08298,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05980,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06864,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06795,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06725,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04065,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06551,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06449,12:00:00,0,12:00:14,14,00:00:14,14
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02467,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag04747,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06266,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07380,12:00:00,0,12:00:15,15,00:00:15,15
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08234,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08107,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10364,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09335,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06512,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07805,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag05096,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag965" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08777,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07493,12:00:00,0,12:00:16,16,00:00:16,16
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00579,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00192,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00174,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00095,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07937,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07570,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08524,12:00:00,0,12:00:17,17,00:00:17,17
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09442,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00746,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02612,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06574,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06552,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08908,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09802,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08430,12:00:00,0,12:00:18,18,00:00:18,18
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00826,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00788,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10006,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10007,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00625,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00580,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag964" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08713,12:00:00,0,12:00:19,19,00:00:19,19
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07083,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08212,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11332,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag11063,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12143,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12148,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02670,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag09890,12:00:00,0,12:00:20,20,00:00:20,20
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00969,12:00:00,0,12:00:21,21,00:00:21,21
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00883,12:00:00,0,12:00:21,21,00:00:21,21
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01023,12:00:00,0,12:00:21,21,00:00:21,21
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01016,12:00:00,0,12:00:21,21,00:00:21,21
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag08159,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12766,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag10034,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag608" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12510,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12462,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag204" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag12461,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01758,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01682,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00244,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00074,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00111,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00138,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01420,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01273,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag867" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00015,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00002,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01304,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01163,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01110,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01021,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01028,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag24" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01027,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02124,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag958" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag02128,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag956" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag03166,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag956" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06973,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag956" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag06197,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag834" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag07126,12:00:00,0,12:00:22,22,00:00:22,22
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00719,12:00:00,0,12:00:23,23,00:00:23,23
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag00166,12:00:00,0,12:00:23,23,00:00:23,23
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag976" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01583,12:00:00,0,12:00:23,23,00:00:23,23
{"rule":"EACH" "agentType":{"className":"NaiveAgent"} "speedModel":"CROSSING" "startPlace":"Node_tag864" "startTime":"12:00:00" "duration":1 "total":1 "goal":"goal"},ag01175,12:00:00,0,12:00:23,23,00:00:23,23
